"time","device_id","lat","lng","accuracy","activity_1","activity_1_conf","activity_2","activity_2_conf","activity_3","activity_3_conf"
"2016-08-26 15:20:13.142",4,60.18763,24.975899,67.5,"IN_VEHICLE",63,"UNKNOWN",37,"UNKNOWN",0
"2016-08-26 15:20:13.308",3,60.164373,24.912133,7,"UNKNOWN",60,"IN_VEHICLE",27,"ON_BICYCLE",8
"2016-08-26 15:20:13.746",2,60.302485,24.910243,4,"UNKNOWN",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:20:15.643",5,60.15588,24.920533,10,"IN_VEHICLE",43,"STILL",40,"UNKNOWN",11
"2016-08-26 15:20:20.219",1,60.23681,25.081776,3,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:20:21.478",8,60.294871,25.045923,10,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:20:23.329",3,60.164326,24.912038,6,"UNKNOWN",60,"IN_VEHICLE",27,"ON_BICYCLE",8
"2016-08-26 15:20:23.754",4,60.187723,24.975468,22,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:20:23.918",2,60.302565,24.910223,8,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:20:26.648",5,60.155318,24.920714,10,"IN_VEHICLE",43,"STILL",40,"UNKNOWN",11
"2016-08-26 15:20:30.209",1,60.236651,25.081957,3,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:20:31.739",8,60.293341,25.045197,11,"IN_VEHICLE",65,"UNKNOWN",23,"STILL",12
"2016-08-26 15:20:33.78",4,60.187697,24.969527,37.5,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:20:33.954",2,60.302613,24.910214,5,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:20:34.285",3,60.164427,24.911796,4,"WALKING",68,"IN_VEHICLE",20,"UNKNOWN",9
"2016-08-26 15:20:36.653",5,60.155216,24.921691,10,"IN_VEHICLE",43,"STILL",40,"UNKNOWN",11
"2016-08-26 15:20:41.211",1,60.236497,25.082082,3,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:20:42.809",8,60.292421,25.044806,13,"IN_VEHICLE",85,"STILL",15,"UNKNOWN",0
"2016-08-26 15:20:43.876",4,60.187427,24.977476,20,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:20:44.315",3,60.164484,24.911654,4,"WALKING",92,"RUNNING",8,"UNKNOWN",0
"2016-08-26 15:20:47.656",5,60.155563,24.92223,5,"IN_VEHICLE",43,"STILL",40,"UNKNOWN",11
"2016-08-26 15:20:51.21",1,60.236367,25.082261,3,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:20:55.279",3,60.164458,24.91145,4,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:20:55.735",2,60.302606,24.910262,6,"ON_BICYCLE",75,"IN_VEHICLE",5,"STILL",5
"2016-08-26 15:20:58.57",5,60.155591,24.922151,5,"IN_VEHICLE",54,"STILL",35,"UNKNOWN",8
"2016-08-26 15:21:02.21",1,60.236208,25.082417,3,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:21:03.454",8,60.292322,25.044675,10,"IN_VEHICLE",85,"STILL",15,"UNKNOWN",0
"2016-08-26 15:21:06.266",3,60.164648,24.911389,5,"WALKING",92,"IN_VEHICLE",8,"UNKNOWN",0
"2016-08-26 15:21:08.663",5,60.155548,24.922098,5,"IN_VEHICLE",54,"STILL",35,"UNKNOWN",8
"2016-08-26 15:21:12.221",1,60.236081,25.082551,3,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:21:13.486",8,60.292329,25.04468,11,"STILL",54,"IN_VEHICLE",25,"UNKNOWN",12
"2016-08-26 15:21:15.741",2,60.302546,24.910193,5,"UNKNOWN",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:21:18.7",5,60.155537,24.92211,5,"WALKING",56,"ON_BICYCLE",20,"STILL",14
"2016-08-26 15:21:19.752",4,60.187732,24.960768,39.3720016479492,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:21:23.217",1,60.235934,25.082677,3,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:21:26.351",3,60.164512,24.911048,9,"WALKING",92,"IN_VEHICLE",8,"UNKNOWN",0
"2016-08-26 15:21:26.907",2,60.30223,24.910638,6,"UNKNOWN",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:21:34.204",1,60.235834,25.082768,3,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:21:36.915",2,60.302038,24.912059,5,"UNKNOWN",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:21:37.265",3,60.16458,24.911229,8,"WALKING",92,"IN_VEHICLE",8,"UNKNOWN",0
"2016-08-26 15:21:44.207",1,60.235828,25.08286,3,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:21:44.517",8,60.291243,25.044064,13,"STILL",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:21:47.283",3,60.164594,24.911197,10,"IN_VEHICLE",52,"UNKNOWN",37,"STILL",8
"2016-08-26 15:21:47.724",2,60.302563,24.91217,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:21:49.672",5,60.155537,24.92211,5,"STILL",71,"UNKNOWN",23,"IN_VEHICLE",4
"2016-08-26 15:21:55.199",1,60.235788,25.082902,4,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:21:55.52",8,60.289265,25.042822,12,"STILL",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:21:57.31",3,60.164507,24.911078,10,"IN_VEHICLE",52,"UNKNOWN",37,"STILL",8
"2016-08-26 15:21:57.736",2,60.303481,24.91191,4,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:22:06.544",8,60.287136,25.041764,12,"IN_VEHICLE",58,"UNKNOWN",26,"STILL",6
"2016-08-26 15:22:07.944",2,60.303648,24.910931,4,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:22:16.193",1,60.235782,25.082908,9,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:22:16.248",4,60.187788,24.961255,30,"IN_VEHICLE",46,"STILL",46,"UNKNOWN",8
"2016-08-26 15:22:16.641",8,60.285248,25.040872,11,"IN_VEHICLE",85,"STILL",8,"UNKNOWN",8
"2016-08-26 15:22:18.926",2,60.303727,24.907978,4,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:22:19.961",3,60.164438,24.912094,26.0069999694824,"UNKNOWN",56,"IN_VEHICLE",27,"STILL",16
"2016-08-26 15:22:27.46",8,60.283126,25.039818,11,"IN_VEHICLE",62,"STILL",15,"UNKNOWN",15
"2016-08-26 15:22:29.736",2,60.304365,24.90511,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:22:32.918",5,60.155498,24.922006,5,"STILL",46,"IN_VEHICLE",31,"UNKNOWN",23
"2016-08-26 15:22:36.637",4,60.18777,24.961108,20.0230007171631,"WALKING",69,"UNKNOWN",21,"RUNNING",6
"2016-08-26 15:22:37.59",8,60.280722,25.038752,11,"IN_VEHICLE",92,"WALKING",8,"UNKNOWN",0
"2016-08-26 15:22:39.744",2,60.305394,24.902785,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:22:48.543",8,60.27834,25.037707,10,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:22:50.738",2,60.306565,24.900043,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:22:58.629",8,60.276545,25.037001,11,"IN_VEHICLE",92,"UNKNOWN",8,"UNKNOWN",0
"2016-08-26 15:22:59.696",3,60.164464,24.911113,13,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:23:01.719",2,60.307341,24.896838,4,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:23:09.642",8,60.275438,25.036554,11,"IN_VEHICLE",85,"STILL",8,"WALKING",8
"2016-08-26 15:23:09.834",3,60.16429,24.911116,13,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:23:11.91",2,60.308036,24.893979,9,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:23:17.814",1,60.23578,25.082906,216,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:23:20.718",3,60.164205,24.911125,12,"STILL",73,"UNKNOWN",17,"IN_VEHICLE",6
"2016-08-26 15:23:21.923",2,60.308655,24.892083,10,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:23:28.675",5,60.156218,24.921125,10,"WALKING",72,"ON_BICYCLE",20,"IN_VEHICLE",5
"2016-08-26 15:23:31.934",2,60.308109,24.890394,9,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:23:39.566",5,60.155998,24.92094,5,"WALKING",72,"ON_BICYCLE",20,"IN_VEHICLE",5
"2016-08-26 15:23:41.68",8,60.27536,25.036569,9,"STILL",56,"IN_VEHICLE",25,"UNKNOWN",16
"2016-08-26 15:23:41.936",2,60.308179,24.889444,5,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:23:42.301",1,60.235642,25.082852,31.5,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:23:52.48",8,60.275021,25.036405,10,"STILL",56,"IN_VEHICLE",25,"UNKNOWN",16
"2016-08-26 15:23:52.909",2,60.308173,24.889432,8,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:23:53.717",4,60.187712,24.962327,31.5,"UNKNOWN",77,"WALKING",21,"IN_VEHICLE",3
"2016-08-26 15:24:00.561",5,60.156057,24.920885,5,"WALKING",50,"ON_BICYCLE",43,"IN_VEHICLE",3
"2016-08-26 15:24:02.913",2,60.308259,24.889114,3,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:24:03.455",8,60.273347,25.035475,10,"IN_VEHICLE",72,"STILL",15,"UNKNOWN",13
"2016-08-26 15:24:12.926",2,60.307991,24.887972,4,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:24:14.351",8,60.270977,25.034157,13,"IN_VEHICLE",72,"STILL",15,"UNKNOWN",13
"2016-08-26 15:24:14.398",4,60.187885,24.962757,17,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:24:23.718",2,60.307057,24.88528,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:24:24.413",8,60.268593,25.032688,20,"IN_VEHICLE",72,"STILL",15,"UNKNOWN",13
"2016-08-26 15:24:33.731",2,60.3058,24.883195,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:24:37.721",1,60.235672,25.082854,40.5,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:24:43.742",2,60.304154,24.882293,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:24:52.786",1,60.235232,25.082197,37.5,"UNKNOWN",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:24:54.724",2,60.302323,24.882235,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:25:02.809",1,60.235768,25.082888,147,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:25:04.913",2,60.300817,24.883243,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:25:13.797",1,60.233389,25.078296,27,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:25:14.933",2,60.299527,24.884114,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:25:23.829",1,60.23185,25.076567,28,"UNKNOWN",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:25:24.932",2,60.299037,24.884197,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:25:35.805",1,60.230595,25.075144,149.039001464844,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:25:46.946",2,60.298982,24.884199,3,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:25:47.566",1,60.22662,25.074666,34.5,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:25:57.745",2,60.298551,24.882441,3,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:25:57.809",1,60.226008,25.074746,26,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:26:07.916",2,60.298131,24.878916,4,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:26:18.183",1,60.22501,25.07624,56,"UNKNOWN",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:26:18.728",2,60.297816,24.874732,5,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:26:28.729",2,60.297292,24.870881,7,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:26:29.168",1,60.224992,25.075799,5,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:26:38.739",2,60.296307,24.867151,7,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:26:39.174",1,60.224992,25.075863,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:26:45.641",3,60.164153,24.908113,12,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:26:49.741",2,60.29492,24.863284,9,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:26:51.714",7,60.221371,24.946845,41,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:26:55.683",3,60.164055,24.90594,11,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:26:59.904",2,60.293747,24.859922,9,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:27:00.187",1,60.224849,25.076053,10,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:27:01.573",7,60.221946,24.948054,15,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:27:06.634",3,60.163521,24.904329,10,"IN_VEHICLE",92,"ON_BICYCLE",5,"WALKING",3
"2016-08-26 15:27:09.908",2,60.292676,24.856416,10,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:27:10.188",1,60.224716,25.076075,9,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:27:11.972",7,60.222135,24.948334,18,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:27:19.916",2,60.292254,24.852461,9,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:27:21.17",1,60.22465,25.076097,5,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:27:23.172",7,60.222206,24.948607,13,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:27:26.999",3,60.16332,24.904673,29,"IN_VEHICLE",92,"ON_BICYCLE",5,"WALKING",3
"2016-08-26 15:27:29.931",2,60.29202,24.848602,10,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:27:31.187",1,60.224604,25.076206,7,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:27:33.723",7,60.22256,24.948296,5,"IN_VEHICLE",54,"UNKNOWN",33,"STILL",12
"2016-08-26 15:27:40.919",2,60.291484,24.84437,10,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:27:40.991",6,60.169399,24.93769,500,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:27:43.766",7,60.222576,24.947641,3.90000009536743,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:27:48.697",3,60.163285,24.904202,15,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:27:51.739",2,60.291428,24.841276,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:27:52.178",1,60.224549,25.076302,4,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:27:54.765",7,60.222037,24.946478,3.90000009536743,"IN_VEHICLE",92,"UNKNOWN",8,"UNKNOWN",0
"2016-08-26 15:27:58.714",3,60.162853,24.90297,14,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:28:01.741",2,60.292228,24.84198,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:28:02.19",1,60.224379,25.076311,6,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:28:04.891",7,60.221457,24.946959,4,"IN_VEHICLE",92,"UNKNOWN",8,"UNKNOWN",0
"2016-08-26 15:28:08.902",3,60.162537,24.900528,14,"IN_VEHICLE",85,"UNKNOWN",10,"STILL",5
"2016-08-26 15:28:11.752",2,60.291643,24.842959,3,"UNKNOWN",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:28:13.205",1,60.224161,25.076142,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:28:15.752",7,60.221766,24.945608,4,"IN_VEHICLE",77,"UNKNOWN",15,"STILL",8
"2016-08-26 15:28:19.69",3,60.162171,24.897386,15,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:28:22.736",2,60.290134,24.844148,3,"UNKNOWN",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:28:24.172",1,60.224101,25.076148,3,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:28:25.874",7,60.223225,24.945422,4,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:28:30.69",3,60.16184,24.894917,11,"IN_VEHICLE",85,"ON_BICYCLE",8,"UNKNOWN",8
"2016-08-26 15:28:32.74",2,60.289045,24.846339,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:28:34.208",1,60.224054,25.075869,3,"UNKNOWN",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:28:36.757",7,60.225152,24.944991,3.90000009536743,"IN_VEHICLE",77,"UNKNOWN",23,"UNKNOWN",0
"2016-08-26 15:28:40.894",3,60.16156,24.892776,13,"IN_VEHICLE",77,"UNKNOWN",15,"STILL",8
"2016-08-26 15:28:42.922",2,60.287979,24.848856,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:28:45.194",1,60.224039,25.075568,4,"UNKNOWN",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:28:46.85",7,60.226974,24.944304,3.90000009536743,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:28:51.678",3,60.161394,24.89104,13,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:28:52.936",2,60.286832,24.850509,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:28:55.197",1,60.224043,25.075255,4,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:28:57.758",7,60.229097,24.943463,3.90000009536743,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:29:01.72",3,60.161264,24.891161,15,"IN_VEHICLE",54,"STILL",46,"UNKNOWN",0
"2016-08-26 15:29:03.933",2,60.286001,24.851545,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:29:06.204",1,60.224047,25.074957,3,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:29:07.801",7,60.230981,24.943302,3.90000009536743,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:29:14.927",2,60.285953,24.851552,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:29:16.195",1,60.224037,25.074719,4,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:29:18.693",7,60.232928,24.944021,3.90000009536743,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:29:25.922",2,60.285516,24.850805,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:29:26.197",1,60.224035,25.074526,6,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:29:28.885",7,60.234656,24.945435,3.90000009536743,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:29:36.893",2,60.285291,24.850215,3,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:29:37.192",1,60.224081,25.074261,7,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:29:39.776",7,60.236606,24.947259,4,"IN_VEHICLE",92,"UNKNOWN",8,"UNKNOWN",0
"2016-08-26 15:29:42.953",3,60.160938,24.888876,17,"IN_VEHICLE",60,"STILL",38,"UNKNOWN",2
"2016-08-26 15:29:47.201",1,60.224149,25.074062,11,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:29:50.742",7,60.238631,24.9481,3.90000009536743,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:29:53.903",3,60.160766,24.886266,16,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:29:58.198",1,60.224169,25.073921,7,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:30:00.768",7,60.240536,24.948047,4,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:30:04.691",3,60.160612,24.884231,13,"IN_VEHICLE",46,"UNKNOWN",38,"STILL",15
"2016-08-26 15:30:07.742",2,60.285226,24.850077,3,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:30:08.194",1,60.224265,25.073707,4,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:30:11.804",7,60.242618,24.948159,4,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:30:15.899",3,60.16055,24.883484,15,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:30:17.744",2,60.284888,24.848634,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:30:19.201",1,60.224363,25.073496,5,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:30:21.979",7,60.244296,24.948713,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:30:26.99",3,60.16049,24.883741,15,"IN_VEHICLE",54,"STILL",38,"UNKNOWN",8
"2016-08-26 15:30:27.873",2,60.284655,24.847139,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:30:29.197",1,60.224477,25.073354,7,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:30:31.939",7,60.245405,24.949587,4,"IN_VEHICLE",77,"UNKNOWN",15,"ON_BICYCLE",8
"2016-08-26 15:30:37.694",3,60.160537,24.883004,14,"IN_VEHICLE",62,"UNKNOWN",23,"STILL",8
"2016-08-26 15:30:37.92",2,60.285161,24.847054,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:30:40.19",1,60.224558,25.073358,5,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:30:44.192",7,60.244743,24.949659,3.90000009536743,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:30:48.653",3,60.160363,24.881649,13,"IN_VEHICLE",77,"ON_BICYCLE",23,"UNKNOWN",0
"2016-08-26 15:30:48.736",2,60.285213,24.847774,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:30:51.192",1,60.224607,25.073472,5,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:30:53.721",7,60.244258,24.946643,3.90000009536743,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:30:58.915",3,60.160346,24.880239,15,"IN_VEHICLE",62,"STILL",23,"UNKNOWN",15
"2016-08-26 15:31:02.188",1,60.224598,25.073881,4,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:31:03.747",7,60.24323,24.943578,3.90000009536743,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:31:08.9",2,60.285203,24.847631,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 15:31:09.899",3,60.160391,24.879527,15,"IN_VEHICLE",69,"UNKNOWN",15,"STILL",8
"2016-08-26 15:31:12.197",1,60.224583,25.074049,4,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:31:13.814",7,60.242224,24.940079,4,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:31:19.756",2,60.285208,24.847696,3,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:31:20.679",3,60.160637,24.87901,18,"IN_VEHICLE",69,"STILL",31,"UNKNOWN",0
"2016-08-26 15:31:22.188",1,60.224616,25.074405,4,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:31:24.725",7,60.242003,24.935368,3.90000009536743,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:31:30.729",2,60.285033,24.847984,3,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:31:33.193",1,60.224681,25.074909,4,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:31:36.889",7,60.241568,24.930798,3.90000009536743,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 15:31:40.697",3,60.160729,24.878326,14,"IN_VEHICLE",69,"STILL",31,"UNKNOWN",0
"2016-08-26 15:31:40.742",2,60.284992,24.848371,3,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:31:44.19",1,60.224807,25.07527,3,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 15:31:46.767",7,60.241108,24.927041,4,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
